"","obsevationID","Gradient","plotID","plotCode","plotElev","GradPlot","subplot","individual","linearDistance","perpendicularDistance","habit","acceptedFamily","acceptedGenus","acceptedSpecies","acceptedAuthor","TaxonFinal","FullTaxonFinal"
"687",184415,"Guanacaste",513,"Maritza-1",685,"GU-3","8","34","20.6","L","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"688",184416,"Guanacaste",513,"Maritza-1",685,"GU-3","9","37","39.3","L","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"689",184417,"Guanacaste",513,"Maritza-1",685,"GU-3","6","26","42.2","L","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"690",184418,"Guanacaste",513,"Maritza-1",685,"GU-3","5","20","27.1","L","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"691",184419,"Guanacaste",513,"Maritza-1",685,"GU-3","3","7","5.5","L","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"692",184420,"Guanacaste",513,"Maritza-1",685,"GU-3","5","31","34.4","R","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"693",184421,"Guanacaste",513,"Maritza-1",685,"GU-3","9","14","14.4","R","T","Ochnaceae","Ouratea","Ouratea lucens","(Kunth) Engl.","ouratea_lucens","Ochnaceae/Ouratea/Ouratea_lucens"
"694",184422,"Guanacaste",513,"Maritza-1",685,"GU-3","7","5","11","L","L","Passifloraceae","Passiflora","NULL","NULL","passiflora_sp1","Passifloraceae/Passiflora/Passiflora_sp1"
"695",184424,"Guanacaste",513,"Maritza-1",685,"GU-3","3","1","1.1","L","T","Piperaceae","Piper","Piper arboreum","Aubl.","piper_arboreum","Piperaceae/Piper/Piper_arboreum"
"696",184442,"Guanacaste",513,"Maritza-1",685,"GU-3","4","38","46","R","L","Rhizophoraceae","Cassipourea","Cassipourea elliptica","(Sw.) Poir.","cassipourea_elliptica","Rhizophoraceae/Cassipourea/Cassipourea_elliptica"
"697",184465,"Guanacaste",513,"Maritza-1",685,"GU-3","3","21","31.5","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"698",184466,"Guanacaste",513,"Maritza-1",685,"GU-3","3","26","39.8","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"699",184467,"Guanacaste",513,"Maritza-1",685,"GU-3","5","18","22.4","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"700",184468,"Guanacaste",513,"Maritza-1",685,"GU-3","9","23","21.4","L","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"701",184469,"Guanacaste",513,"Maritza-1",685,"GU-3","2","25","27.7","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"702",184470,"Guanacaste",513,"Maritza-1",685,"GU-3","2","38","42.9","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"703",184471,"Guanacaste",513,"Maritza-1",685,"GU-3","2","8","7.1","L","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"704",184472,"Guanacaste",513,"Maritza-1",685,"GU-3","3","16","25.5","L","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"705",184473,"Guanacaste",513,"Maritza-1",685,"GU-3","6","14","16.8","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"706",184474,"Guanacaste",513,"Maritza-1",685,"GU-3","2","43","48.3","L","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"707",184475,"Guanacaste",513,"Maritza-1",685,"GU-3","3","5","3.2","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"708",184476,"Guanacaste",513,"Maritza-1",685,"GU-3","3","30","43.4","L","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"709",184477,"Guanacaste",513,"Maritza-1",685,"GU-3","1","20","31.7","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"710",184478,"Guanacaste",513,"Maritza-1",685,"GU-3","5","10","12.7","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"711",184479,"Guanacaste",513,"Maritza-1",685,"GU-3","2","27","27.8","R","T","Rubiaceae","Rudgea","Rudgea cornifolia","(Kunth) Standl.","rudgea_cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia"
"712",184486,"Guanacaste",513,"Maritza-1",685,"GU-3","2","10","10","R","T","Rubiaceae","Randia","Randia armata","(Sw.) DC.","randia_armata","Rubiaceae/Randia/Randia_armata"
"713",184487,"Guanacaste",513,"Maritza-1",685,"GU-3","3","15","25.1","R","T","Rubiaceae","Randia","Randia armata","(Sw.) DC.","randia_armata","Rubiaceae/Randia/Randia_armata"
"714",184488,"Guanacaste",513,"Maritza-1",685,"GU-3","5","38","39.7","L","T","Rubiaceae","Randia","Randia armata","(Sw.) DC.","randia_armata","Rubiaceae/Randia/Randia_armata"
"715",184499,"Guanacaste",513,"Maritza-1",685,"GU-3","2","42","47.6","R","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"716",184500,"Guanacaste",513,"Maritza-1",685,"GU-3","9","20","17.2","R","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"717",184501,"Guanacaste",513,"Maritza-1",685,"GU-3","9","16","16.4","R","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"718",184502,"Guanacaste",513,"Maritza-1",685,"GU-3","9","19","16.5","R","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"719",184503,"Guanacaste",513,"Maritza-1",685,"GU-3","5","8","7.3","L","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"720",184504,"Guanacaste",513,"Maritza-1",685,"GU-3","3","34","47.4","R","T","Rubiaceae","Randia","Randia genipoides","Dwyer","randia_genipoides","Rubiaceae/Randia/Randia_genipoides"
"721",184521,"Guanacaste",513,"Maritza-1",685,"GU-3","4","7","11","L","T","Rubiaceae","Palicourea","Palicourea eurycarpa","(Standl.) C.M. Taylor","palicourea_eurycarpa","Rubiaceae/Palicourea/Palicourea_eurycarpa"
"722",184522,"Guanacaste",513,"Maritza-1",685,"GU-3","4","21","28.1","L","T","Rubiaceae","Psychotria","Psychotria quinqueradiata","Pol.","psychotria_quinqueradiata","Rubiaceae/Psychotria/Psychotria_quinqueradiata"
"723",184552,"Guanacaste",513,"Maritza-1",685,"GU-3","1","25","39","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"724",184553,"Guanacaste",513,"Maritza-1",685,"GU-3","4","4","4.4","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"725",184554,"Guanacaste",513,"Maritza-1",685,"GU-3","3","32","45.3","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"726",184555,"Guanacaste",513,"Maritza-1",685,"GU-3","5","28","32.5","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"727",184556,"Guanacaste",513,"Maritza-1",685,"GU-3","3","23","35.2","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"728",184557,"Guanacaste",513,"Maritza-1",685,"GU-3","4","28","33.9","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"729",184558,"Guanacaste",513,"Maritza-1",685,"GU-3","5","33","34.4","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"730",184559,"Guanacaste",513,"Maritza-1",685,"GU-3","7","11","18.1","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"731",184560,"Guanacaste",513,"Maritza-1",685,"GU-3","3","27","40.6","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"732",184561,"Guanacaste",513,"Maritza-1",685,"GU-3","7","24","47.6","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"733",184562,"Guanacaste",513,"Maritza-1",685,"GU-3","2","22","21.8","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"734",184563,"Guanacaste",513,"Maritza-1",685,"GU-3","4","31","36.9","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"735",184564,"Guanacaste",513,"Maritza-1",685,"GU-3","8","26","3.6","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"736",184565,"Guanacaste",513,"Maritza-1",685,"GU-3","3","11","11.2","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"737",184566,"Guanacaste",513,"Maritza-1",685,"GU-3","8","31","12.1","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"738",184567,"Guanacaste",513,"Maritza-1",685,"GU-3","1","22","33.7","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"739",184568,"Guanacaste",513,"Maritza-1",685,"GU-3","4","3","4.4","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"740",184569,"Guanacaste",513,"Maritza-1",685,"GU-3","7","3","9.4","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"741",184570,"Guanacaste",513,"Maritza-1",685,"GU-3","3","28","41","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"742",184571,"Guanacaste",513,"Maritza-1",685,"GU-3","1","33","49","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"743",184572,"Guanacaste",513,"Maritza-1",685,"GU-3","3","8","7.9","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"744",184573,"Guanacaste",513,"Maritza-1",685,"GU-3","5","13","17.9","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"745",184574,"Guanacaste",513,"Maritza-1",685,"GU-3","5","23","29.7","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"746",184575,"Guanacaste",513,"Maritza-1",685,"GU-3","8","44","36.3","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"747",184580,"Guanacaste",513,"Maritza-1",685,"GU-3","9","26","28.4","R","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"748",184581,"Guanacaste",513,"Maritza-1",685,"GU-3","9","35","37.2","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"749",184582,"Guanacaste",513,"Maritza-1",685,"GU-3","10","22","48.5","L","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"750",184671,"Guanacaste",513,"Maritza-1",685,"GU-3","3","33","46.3","R","T","Rutaceae","Amyris","Amyris pinnata","Kunth","amyris_pinnata","Rutaceae/Amyris/Amyris_pinnata"
"751",184672,"Guanacaste",513,"Maritza-1",685,"GU-3","1","28","45.8","R","T","Rutaceae","Amyris","Amyris pinnata","Kunth","amyris_pinnata","Rutaceae/Amyris/Amyris_pinnata"
"752",184679,"Guanacaste",513,"Maritza-1",685,"GU-3","3","22","34.5","L","T","Sapindaceae","Dilodendron","Dilodendron costaricense","(Radlk.) A.H. Gentry & Steyerm.","dilodendron_costaricense","Sapindaceae/Dilodendron/Dilodendron_costaricense"
"753",184680,"Guanacaste",513,"Maritza-1",685,"GU-3","2","34","41.3","L","T","Sapindaceae","Dilodendron","Dilodendron costaricense","(Radlk.) A.H. Gentry & Steyerm.","dilodendron_costaricense","Sapindaceae/Dilodendron/Dilodendron_costaricense"
"754",184681,"Guanacaste",513,"Maritza-1",685,"GU-3","1","9","15.8","R","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"755",184682,"Guanacaste",513,"Maritza-1",685,"GU-3","5","24","30.8","R","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp2","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp2"
"756",184683,"Guanacaste",513,"Maritza-1",685,"GU-3","9","5","6.4","L","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp2","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp2"
"757",184684,"Guanacaste",513,"Maritza-1",685,"GU-3","5","36","38.1","L","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"758",184685,"Guanacaste",513,"Maritza-1",685,"GU-3","6","37","49.5","R","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"759",184686,"Guanacaste",513,"Maritza-1",685,"GU-3","6","21","32.7","L","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"760",184687,"Guanacaste",513,"Maritza-1",685,"GU-3","8","30","10.8","L","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"761",184688,"Guanacaste",513,"Maritza-1",685,"GU-3","4","1","3.6","L","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"762",184689,"Guanacaste",513,"Maritza-1",685,"GU-3","2","41","46.2","R","L","Sapindaceae","SapindaceaeIndet.","NULL","NULL","sapindaceaeindet_sp1","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1"
"763",184690,"Guanacaste",513,"Maritza-1",685,"GU-3","10","15","32.2","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"764",184691,"Guanacaste",513,"Maritza-1",685,"GU-3","6","11","11.7","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"765",184692,"Guanacaste",513,"Maritza-1",685,"GU-3","7","1","2.1","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"766",184693,"Guanacaste",513,"Maritza-1",685,"GU-3","8","35","24.7","NULL","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"767",184694,"Guanacaste",513,"Maritza-1",685,"GU-3","2","11","11.1","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"768",184695,"Guanacaste",513,"Maritza-1",685,"GU-3","2","35","38.8","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"769",184696,"Guanacaste",513,"Maritza-1",685,"GU-3","8","32","16.5","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"770",184697,"Guanacaste",513,"Maritza-1",685,"GU-3","8","46","43.9","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"771",184698,"Guanacaste",513,"Maritza-1",685,"GU-3","10","1","2.6","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"772",184699,"Guanacaste",513,"Maritza-1",685,"GU-3","9","39","43","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"773",184700,"Guanacaste",513,"Maritza-1",685,"GU-3","8","49","50","NULL","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"774",184701,"Guanacaste",513,"Maritza-1",685,"GU-3","2","33","38.8","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"775",184702,"Guanacaste",513,"Maritza-1",685,"GU-3","7","12","20","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"776",184703,"Guanacaste",513,"Maritza-1",685,"GU-3","9","32","31","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"777",184704,"Guanacaste",513,"Maritza-1",685,"GU-3","10","14","30.3","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"778",184705,"Guanacaste",513,"Maritza-1",685,"GU-3","10","2","6.2","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"779",184706,"Guanacaste",513,"Maritza-1",685,"GU-3","9","10","10.9","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"780",184707,"Guanacaste",513,"Maritza-1",685,"GU-3","2","16","16","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"781",184708,"Guanacaste",513,"Maritza-1",685,"GU-3","3","17","29.5","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"782",184709,"Guanacaste",513,"Maritza-1",685,"GU-3","6","3","4.1","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"783",184710,"Guanacaste",513,"Maritza-1",685,"GU-3","6","17","20.3","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"784",184711,"Guanacaste",513,"Maritza-1",685,"GU-3","6","12","12.7","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"785",184712,"Guanacaste",513,"Maritza-1",685,"GU-3","5","7","6.8","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"786",184713,"Guanacaste",513,"Maritza-1",685,"GU-3","6","7","8.6","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"787",184714,"Guanacaste",513,"Maritza-1",685,"GU-3","5","9","10.4","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"788",184715,"Guanacaste",513,"Maritza-1",685,"GU-3","1","12","21.2","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"789",184716,"Guanacaste",513,"Maritza-1",685,"GU-3","5","43","49.9","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"790",184723,"Guanacaste",513,"Maritza-1",685,"GU-3","7","20","37.4","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"791",184729,"Guanacaste",513,"Maritza-1",685,"GU-3","9","4","6.6","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"792",184730,"Guanacaste",513,"Maritza-1",685,"GU-3","6","34","46.8","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"793",184731,"Guanacaste",513,"Maritza-1",685,"GU-3","6","5","6.7","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"794",184732,"Guanacaste",513,"Maritza-1",685,"GU-3","5","35","37.8","L","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"795",184733,"Guanacaste",513,"Maritza-1",685,"GU-3","2","36","42.4","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"796",184734,"Guanacaste",513,"Maritza-1",685,"GU-3","2","44","49.8","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"797",184735,"Guanacaste",513,"Maritza-1",685,"GU-3","4","5","7.1","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"798",184736,"Guanacaste",513,"Maritza-1",685,"GU-3","5","27","32.4","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp3","Sapotaceae/Pouteria/Pouteria_sp3"
"799",184737,"Guanacaste",513,"Maritza-1",685,"GU-3","2","40","43.8","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"800",184738,"Guanacaste",513,"Maritza-1",685,"GU-3","2","39","44.7","R","T","Sapotaceae","Pouteria","NULL","NULL","pouteria_sp2","Sapotaceae/Pouteria/Pouteria_sp2"
"801",184753,"Guanacaste",513,"Maritza-1",685,"GU-3","10","7","18.4","R","T","Sapotaceae","Pouteria","Pouteria campechiana","(Kunth) Baehni","pouteria_campechiana","Sapotaceae/Pouteria/Pouteria_campechiana"
"802",184754,"Guanacaste",513,"Maritza-1",685,"GU-3","6","16","18.4","R","T","Sapotaceae","Pouteria","Pouteria campechiana","(Kunth) Baehni","pouteria_campechiana","Sapotaceae/Pouteria/Pouteria_campechiana"
"803",184755,"Guanacaste",513,"Maritza-1",685,"GU-3","5","17","18.6","L","T","Sapotaceae","Pouteria","Pouteria campechiana","(Kunth) Baehni","pouteria_campechiana","Sapotaceae/Pouteria/Pouteria_campechiana"
"804",184756,"Guanacaste",513,"Maritza-1",685,"GU-3","9","17","17.2","R","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"805",184757,"Guanacaste",513,"Maritza-1",685,"GU-3","6","30","43.8","R","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"806",184758,"Guanacaste",513,"Maritza-1",685,"GU-3","7","9","13.8","L","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"807",184759,"Guanacaste",513,"Maritza-1",685,"GU-3","4","14","20.3","R","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"808",184760,"Guanacaste",513,"Maritza-1",685,"GU-3","8","42","33.5","L","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"809",184761,"Guanacaste",513,"Maritza-1",685,"GU-3","4","33","38.4","L","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"810",184762,"Guanacaste",513,"Maritza-1",685,"GU-3","5","11","16.5","L","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"811",184763,"Guanacaste",513,"Maritza-1",685,"GU-3","6","33","45.8","L","T","Sapotaceae","Manilkara","Manilkara chicle","(Pittier) Gilly","manilkara_chicle","Sapotaceae/Manilkara/Manilkara_chicle"
"812",184770,"Guanacaste",513,"Maritza-1",685,"GU-3","8","28","9.5","L","T","Sapotaceae","Chrysophyllum","NULL","NULL","chrysophyllum_sp1","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1"
"813",184771,"Guanacaste",513,"Maritza-1",685,"GU-3","2","9","10","R","T","Sapotaceae","Chrysophyllum","NULL","NULL","chrysophyllum_sp1","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1"
"814",184779,"Guanacaste",513,"Maritza-1",685,"GU-3","1","31","49.9","L","T","Simaroubaceae","Simarouba","Simarouba amara","Aubl.","simarouba_amara","Simaroubaceae/Simarouba/Simarouba_amara"
"815",184780,"Guanacaste",513,"Maritza-1",685,"GU-3","6","18","27.6","L","T","Simaroubaceae","Simarouba","Simarouba amara","Aubl.","simarouba_amara","Simaroubaceae/Simarouba/Simarouba_amara"
"816",184781,"Guanacaste",513,"Maritza-1",685,"GU-3","4","17","23","L","T","Simaroubaceae","Simarouba","Simarouba amara","Aubl.","simarouba_amara","Simaroubaceae/Simarouba/Simarouba_amara"
"817",184782,"Guanacaste",513,"Maritza-1",685,"GU-3","9","7","8.4","L","T","Simaroubaceae","Simarouba","Simarouba amara","Aubl.","simarouba_amara","Simaroubaceae/Simarouba/Simarouba_amara"
